word,form,qwerd,keyer,chord,usage
Delightful,d-l-i-f,Dlif,,qdfil,2507
Ignorance,e-g,Egu,u,qegu,2508
Lieu,l-u,Luo,o,qlou,2509
Lights,l-i-s,Liso,o,qilos,2510
Beloved,bl-v-d,Blvd,,qbdlv,2513
Costs,k-o-s-s,Koss,,qkos,2515
Error,e-r-r,Err,,qerz,2517
Mystery,m-e-s2-t-r-e,Mestre,,qemrst,2520
Smooth,s2-m-u-th,Smuh,,qhmsu,2521
Cease,s-e-s,Ses,,qesz,2523
Accident,a-k-s,Aksu,u,qaksu,2524
Nevertheless,n-v-l,Nvl,,qlnv,2525
Selected,s-e-l-e-k-t,Selekt,,qeklst,2527
Hundreds,^-h-\-u-nt-s,Hunts,,qhnstu,2528
Confirmed,k-f-e-m-/-t,Kfemt,,qefkmt,2534
Reward,r-e-/-d,Redi,i,qdeir,2536
Smaller,s2-m-o-r,Smor,,qmors,2537
Baby,b-a-b-e,Babe,,qabe,2538
Corn,k-o-n,Kono,o,qkno,2539
Burned,b-e2-n-/-t,Bento,o,qbenot,2541
Essential,e-s2-n-sh,Esnz,,qensz,2542
Mixed,m-e-x-t,Mext,,qemtx,2545
Delay,d-l-a,Dla,,qadl,2546
Artist,a2-t-e-s,Ates,,qaest,2547
Agent,a-j,Ajo,o,qajo,2549
Clothe,k-l-o-th,Kloh,,qhklo,2551
Independent,nt-p,Ntp,,qnpt,2554
Issue,e-sh-u,Ezu,,qeuz,2555
Wooden,u-u-tn,Uutn,,qntu,2558
Maintain,mn-tn,Mntn,,qmnot,2559
Knight,n-i,Niu,u,qinu,2560
Readers,r-e-d-ye2,Redye,,qdery,2561
Charm,ch-a2-m,Cam,,qacm,2564
Treat,t-r-e-t,Tret,,qert,2567
Apparent,a-pr-nt,Aprnt,,qanprt,2568
Career,k-r-e-r,Krer,,qekr,2569
Weakness,e-k-n-e-s,Eknes,,qekns,2573
Travel,t-r-a-v,Trav,,qartv,2574
Substance,s-s2-tn-s,Sstnsu,u,qnstu,2576
Frame,fr-a-m,Fram,,qafmr,2577
Notion,n-o-sh,Noz,,qnoz,2578
Sheep,sh-e-p,Zep,,qepz,2580
Accordance,a-k-r-n-s,Akrns,,qaknrs,2582
Alike,a-l-a,Ala,,qalz,2583
Horrible,^-h-\-o-r-b,Horb,,qbhor,2585
Hole,^-h-\-o-l,Holu,u,qhlou,2586
Eggs,e-g-s,Egs,,qegs,2587
Perform,pr-f-m,Prfm,,qfmpr,2589
Misery,m-s-e-r-e,Msere,,qemrs,2591
Scheme,s2-k-e-m,Skem,,qekms,2593
Enormous,e-n-o-m,Enom,,qemno,2595
Pause,p-o-s,Posu,u,qopsu,2596
Mortal,m-o-t-l,Motl,,qlmot,2600
Merry,m-e-r-e,Mereo,o,qemor,2601
Atmosphere,a-t-m-o-s,Atmos,,qamost,2603
Assure,a-sh-u,Azu,,qauz,2611
Nervous,n-e-v-u-s,Nevus,,qensuv,2612
Distinction,d-s2-t-sh,Dstz,,qdstz,2613
Vague,v-a-g,Vag,,qagv,2617
Dawn,d-o-n,Dono,o,qdno,2618
Claims,k-l-a-m-s,Klams,,qaklms,2620
Farm,f-a2-m,Famo,o,qafmo,2622
Opposed,o-p-o-/-t,Opot,,qopt,2625
Permit,pr-m-e-t,Prmet,,qemprt,2627
Stronger,s2-t-r-r,Strr,,qrst,2628
Deny,tn-i,Tni,,qint,2631
Constitution,k-s2-t-sh,Kstz,,qkstz,2633
Entering,n-/-\-h,Ngo,o,qgno,2640
Verse,v-e-s,Ves,,qesv,2641
Leader,l-e2-d-e2,Lede,,qdel,2642
Dim,d-e-m,Dem,,qdem,2645
Derive,d-r-i,Driu,u,qdiru,2646
Throat,th-r-o-t,Hrot,,qhort,2647
Hit,^-h-\-e-t,Hetu,u,qehtu,2648
Desperate,d-s-pr-a,Dspra,,qadprs,2649
Meal,m-e-l,Mel,,qelm,2651
Available,a-v-a-l-b,Avalb,,qablv,2653
Conviction,k-v-e-k-sh,Kvekz,,qekvz,2658
Declare,d-e-/-r,Der,,qder,2659
Russia,r-sh-a,Rza,,qarz,2661
Port,p-o-t,Poto,o,qopt,2664
Ideal,a-d-e-l,Adel,,qadel,2665
Haste,^-h-\-a-s2-t,Hast,,qahst,2670
Route,r-u-t,Rut,,qrtu,2671
Dread,d-r-e-d,Dred,,qder,2672
Stayed,s2-t-a-d,Stad,,qadst,2674
Stayed,s2-t-a-d,Stado,o,qadost,2674
Bell,b-e-l,Bel,,qbel,2677
Clever,k-l-e-v,Klev,,qeklv,2678
Decision,d-s-e-sh,Dsez,,qdesz,2681
Aspect,a-s-p-k,Aspk,,qakps,2682
Western,u-e-s2-tn,Uestn,,qenstu,2683
Bible,b-i-b,Bib,,qbim,2684
Insisted,n-ss-/-t,Nsst,,qnst,2685
Exist,e-s-e-s,Xes,,qesx,2688
Silk,s-e-l-k,Selk,,qekls,2690
Northern,n-o-th-e-n,Nohen,,qehno,2693
Leaned,l-e-nt,Lento,o,qelnot,2696
Vote,v-t,Vt,,qbtv,2703
Steady,s2-td-e,Sddeo,o,qdeos,2708
Falls,f-o-s,Fosu,u,qfosu,2710
Rush,r-sh,Rz,,qcrz,2712
Discussion,d-s2-k-sh,Dskz,,qdksz,2715
Referred,r-f-/-t,Rft,,qfrt,2718
Idle,a-d-l,Adl,,qadl,2719
Yield,e-l-d,Eld,,qdel,2720
Characteristic,k-a-k-/-s2-t,Kakst,,qakst,2724
Rear,r-e-r,Rer,,qerz,2726
Ambition,a-m-b,Amb,,qabm,2729
Profound,pr-f-nt,Prfnt,,qfnprt,2731
Occur,o-k-r,Okr,,qkor,2732
Observation,o-b-s-e-sh,Obsez,,qbeosz,2736
Sensible,s2-e-n-s-b,Sensb,,qbens,2737
Comment,k-mn-t,Kmmt,,qkmt,2738
Senate,s2-e-n-a-t,Senat,,qaenst,2739
Scientific,s2-ia-n-df,Siandf,,qadfins,2740
Burden,b-e2-tn,Betn,,qbent,2744
Scenes,s2-e-n-s,Sensu,u,qensu,2745
District,d-s-/-k,Dsk,,qdks,2746
Ocean,o-sh,Ozo,o,qoxz,2753
Communication,k-m-u,Kmu,,qkmu,2754
Uniform,e-u-n-f-m,Unfm,,qfmnu,2757
Council,k-s-e-l,Ksel,,qekls,2759
Humanity,^-h-\-e-u-m-/-nt,Humnt,,qhmntu,2762
Mankind,m-a-n-k-i,Manki,,qaikmn,2763
Perceive,pr-s-e,Prseo,o,qeoprs,2766
Useless,e-u-l,Ul,,qlnu,2767
Enthusiasm,n-th-u-s,Nhus,,qhnsu,2768
Exceedingly,e-s2-e-d-/-e,Xede,,qdex,2769
Fix,f-e-x,Fex,,qefx,2771
Venture,v-nt-r,Vntr,,qnrtv,2773
Christmas,k-r-e-s,Kres,,qekrs,2774
Critical,k-r-/-ya,Krya,,qakry,2776
Nearest,n-e2-/-s2-t,Nestu,u,qenstu,2778
Errors,e-r-r-s,Errs,,qers,2780
Notwithstanding,n-e-th-s,Nehs,,qehns,2781
Hers,e-r-s,Ersi,i,qeirs,2783
Shake,sh-a-k,Zak,,qakz,2784
Staff,s2-t-a-f,Staf,,qafst,2787
Southern,s2-u-th-e-n,Suhen,,qehnsu,2790
Prospect,pr-p-k,Prpk,,qkpr,2791
Instrument,n-s-/-m,Nsm,,qmns,2792
Territory,t-e-r-e,Tere,,qert,2795
Continually,k-tn-l-e,Ktnle,,qeklnt,2797
Slightest,s-l-i-s2-t,Slist,,qilst,2800
Odd,o-d,Odo,o,qdoz,2801
Cheerful,ch-e2-f,Cefo,o,qcefo,2802
Pipe,p-i-p,Pip,,qcip,2803
Somehow,s2-m-a-u,Smw,,qmsw,2805
Luck,l-u-k,Luk,,qklu,2806
Hurry,^-h-\-e-r-e,Hereu,u,qehru,2807
Sole,s2-o-l,Solu,u,qlosu,2808
Cap,k-a-p,Kapo,o,qakop,2809
Grateful,g-r-a-t-f,Gratf,,qafgrt,2810
Capacity,k-a-p-/-s2,Kaps,,qakps,2811
Daughters,d-o-t-ye2,Dotye,,qdeoty,2812
Edition,e-d-sh,Edz,,qdez,2816
Arrangement,a-r-a,Ara,,qarz,2817
Settle,s2-e-t-l,Setl,,qelst,2821
Counsel,k-s-e-l,Kselo,o,qeklos,2826
Interview,n-/-v-e-u,Nvu,,qnuv,2827
Community,k-/-nt,Knto,o,qknot,2828
Organization,o-g,Ogo,o,qgox,2829
Nights,n-i-s,Niso,o,qinos,2830
Bless,bl-e-s,Bles,,qbels,2831
Seriously,s-e-r-s-e,Serse,,qers,2832
Display,d-s-pl-a,Dspla,,qadlps,2836
Accordingly,a-k-r-/-e,Akre,,qaekr,2837
College,k-o-l-e-j,Kolej,,qejklo,2838
Incident,n-s2-e-tn,Nsetn,,qenst,2842
Correct,k-r,Kro,o,qkor,2845
Pen,p-n,Pno,o,qnop,2847
Fearful,f-e-r-f,Ferf,,qefr,2851
Supreme,s-/-m,Smy,y,qmsy,2852
Pressure,pr-e-sh-u,Prezu,,qepruz,2853
Prevented,pr-e-v-nt-d,Prevntd,,qdenprtv,2854
Infinite,n-f-e-n-e-t,Nfenet,,qefnt,2856
Noted,n-o-td,Nodd,,qdno,2858
Multitude,m-u-/-t-u,Mutu,,qmtu,2860
Rid,r-e-d,Reda,a,qader,2861
Senses,s2-e-n-ss,Senss,,qens,2862
Defend,df-nt,Dfnt,,qdfnt,2863
Hang,^-h-\-a-ng,Hag,,qagh,2864
Deed,d-e-d,Ded,,qdez,2870
Chain,ch-a-n,Cano,o,qacno,2873
Writes,r-i-s,Risu,u,qirsu,2874
Knife,n-i-f,Nif,,qfin,2875
Mississippi,m-e-ss,Messo,o,qemos,2876
Studied,s2-td-e-d,Sdded,,qdes,2877
Fears,f-e-r-s,Ferso,o,qefors,2879
Annual,a-n-l,Anl,,qaln,2883
Failure,f-a-l-r,Falr,,qaflr,2886
Commerce,k-m-ye2,Kmye,,qekmy,2887
Consequently,k-s2-e-k-e,Kseqe,,qekqs,2888
Confined,k-f-i-nt,Kfint,,qfiknt,2891
Issued,e-sh-u-d,Ezud,,qdeuz,2892
Widow,u-e-d-o,Uedo,,qdeou,2895
Repeat,r-p-e,Rpe,,qepr,2897
Industry,nt-s,Ntso,o,qnost,2899
Saturday,s2-a-t,Satu,u,qastu,2902
Intense,n-tn-s,Ntns,,qnst,2905
Somebody,s2-m-b-o,Smbo,,qbmos,2907
Intimate,n-tm-a-t,Ntmat,,qamnt,2909
Hated,^-h-\-a-td,Hadd,,qadh,2910
Contempt,k-tm-t,Ktmt,,qkmt,2911
Holds,^-h-\-o-ld-s,Holdso,o,qdhlos,2913
Suspected,ss-/-k-t,Sskt,,qkst,2915
Landed,l-a-nt-d,Lantd,,qadlnt,2918
Ate,a-t,Atu,u,qatu,2921
Moreover,^-m-o,Moo,o,qmoz,2923
Merit,m-e2-t,Mete,e,qemt,2924
Stir,s2-t-e2,Steo,o,qeost,2925
Intelligent,n-/-jnt,Njnt,,qjnt,2926
Africa,a-fr,Afr,,qafr,2927
Gross,g-r-o-s,Groso,o,qgors,2929
Average,a-v-r-j,Avrj,,qajrv,2930
Meanwhile,mn-i2,Mmi,,qcim,2933
Element,e-l-e-m,Elem,,qelm,2936
Coffee,k-o-f-e,Kofe,,qefko,2940
Exception,s-e-p-sh,Sepz,,qepsz,2945
Bid,b-d,Bdu,u,qbdu,2946
Largely,l-a-j-e,Lajeo,o,qaejlo,2951
Sailed,s-a-ld,Sald,,qadls,2955
Fever,f-e-v-r,Fevr,,qefrv,2958
Announcement,a-n-n-s2-m,Annsm,,qamns,2959
Problem,pr-bl,Prbl,,qblpr,2960
Signed,s2-i-nt,Sint,,qinst,2968
Cent,s2-e-nt,Sentu,u,qenstu,2969
Debt,td,Ddi,i,qdiv,2970
Passes,p-a-ss,Passo,o,qaops,2976
Sounded,s2-nt-d,Sntd,,qdnst,2978
Cape,k-a-p,Kapu,u,qakpu,2979
Provision,pr-v-e-sh,Prvez,,qeprvz,2983
Generation,j-e-n-r-a-sh,Jenraz,,qaejnrz,2984
Sisters,ss2-t-ye2,Ssty,,qsty,2986
Profession,pr-f-e-sh,Prfez,,qefprz,2987
Conducted,k-d-u-k-t,Kdukt,,qdktu,2992
Queer,k-w-e-r,Qer,,qeqr,3000
Interior,n-/-o-r,Noru,u,qnoru,3002
Cook,k-u-k,Kuk,,qkuz,3004
Holder,^-h-\-o-ld-r,Holdr,,qdhlor,3005
Residence,r-e-s2-e-tn-s,Resetns,,qenrst,3006
Harmless,^-h-\-a2-m-l,Haml,,qahlm,3007
Gifts,g-e-f-t-s,Gefts,,qefgst,3009
Establishment,e-s2-t-b-m,Estbm,,qbemst,3010
Swear,s2-u-a-r,Suar,,qarsu,3012
Nurse,n-e-r-s,Ners,,qenrs,3013
Shed,sh-e-d,Zed,,qdez,3014
Cabin,k-a-b-n,Kabn,,qabkn,3015
Obey,o-b-a,Oba,,qabo,3018
Marks,m-a-r-k-s,Marks,,qakmrs,3022
Marks,m-a-r-k-s,Markso,o,qakmors,3022
Completed,kp-/-t,Kptu,u,qkptu,3023
Aim,a-m,Ama,a,qamz,3025
Supplied,s-pl-i-d,Splid,,qdilps,3027
Politics,p-o-l-/-a-s,Polas,,qalops,3030
Standard,s2-tn-a-d,Stnad,,qadnst,3032
Possibility,p-o-s-/-b,Posb,,qbops,3033
Pains,p-a-n-s,Panso,o,qanops,3034
Alarm,a-l-a-m,Alam,,qalm,3035
Masters,m-a-s-s,Masso,o,qamos,3038
Crew,k-r-u,Kru,,qkru,3039
Signal,s2-g-n,Sgn,,qgns,3042
Row,r-o,Roo,o,qorz,3043
Outer,a-u-r,Wr,,qcrw,3044
Hid,^-h-\-e-d,Hedi,i,qdehi,3047
Operation,o-pr-a-sh,Opraz,,qaoprz,3048
Lamp,l-a-m-p,Lampo,o,qalmop,3049
Pull,p-u-l,Pul,,qlpu,3050
Tail,t-a-l,Talu,u,qaltu,3051
Exists,e-ss-s,Xss,,qsxz,3052
Reflection,r-fl-sh,Rflz,,qflrz,3053
Quarrel,k-w-o-r-e-l,Qorel,,qeloqr,3055
Forever,f-/-e-v,Fev,,qefv,3056
Rarely,r-a-r-e,Rareo,o,qaeor,3057
Torn,t-o-r-n,Torno,o,qnort,3058
Bar,b-a-r,Bari,i,qabir,3060
Oath,o-th2,Ohu,u,qhou,3063
Registered,r-e2-j-e2-s2-t-e2-d,Rejested,,qdejrst,3064
Security,s2-e-k-/-r,Sekro,o,qekors,3065
Endure,nt-r,Ntr,,qnrt,3069
Wherever,a-r-e-v,Arev,,qaerv,3071
Star,s2-t-a2,Stao,o,qaost,3072
Goodness,g-n-e-s,Gnes,,qegns,3075
Steadily,s2-td-ya,Sddya,,qadsy,3076
Election,e-l-e-k-sh,Elekz,,qeklz,3078
Presents,pr-s,Prsu,u,qprsu,3084
Poets,p-o-e-t-s,Pyts,,qpsty,3087
Mood,m-u-d,Mudo,o,qdmou,3088
Folk,f-o-k,Fok,,qfko,3090
Central,s2-n-/-l,Snl,,qlns,3091
Succeed,s2-u-k-d,Sukd,,qdksu,3092
Scotland,s2-k-o-t,Skot,,qkost,3093
Exchange,e-s2-ch,Xc,,qcvx,3094
Beaten,b-e-tn,Betno,o,qbenot,3095
Application,a-pl-sh,Aplz,,qalpz,3097
Ours,r-s2,Rsi,i,qirs,3099
Owe,o,Oa,a,qaox,3102
Remote,r-e-m-o-t,Remot,,qemort,3103
Safely,s2-a-f-e,Safeo,o,qaefos,3105
Sins,s2-e-n-s,Sensi,i,qeins,3108
Mexico,m-e-x,Mex,,qemx,3109
Whereas,a-r-s,Ars,,qars,3110
Folly,f-o-l-e,Fole,,qeflo,3112
Bottle,b-o-t-l,Botl,,qblot,3115
Dwell,d-w-e-l,Dwel,,qdelw,3117
Gather,g-a-th,Gah,,qagh,3119
Distress,d-s-/-s,Dss,,qdsv,3120
Mistaken,m-s2-t,Msto,o,qmost,3124
Ability,a-/-b,Abo,o,qabo,3126
Definite,df-n,Dfn,,qdfn,3128
Poverty,p-o-v,Pov,,qopv,3129
Wave,u-a-v,Uav,,qauv,3130
Activity,a-k-v-t-e,Akvte,,qaektv,3132
Tiny,t-i-n-e,Tine,,qeint,3133
Shoes,sh-u-s,Zus,,qsuz,3137
Resistance,r-ss2-n-s,Rssns,,qnrs,3138
Commission,k-m-sh,Kmz,,qkmz,3140
Tot,t-o-t,Toti,i,qiot,3141
Receipt,r-e-s-e,Rese,,qers,3142
Butter,b-u-t-e2,Bute,,qbetu,3144
Burn,b-e2-n,Beno,o,qbeno,3148
Bay,b-a,Ba,,qabx,3151
Exhausted,e-s2-o-s-/-t,Xost,,qostx,3154
Hungry,^-h-\-u-ng-r-e,Hungre,,qeghnru,3155
Include,e-/-d,Edo,o,qdeo,3157
Manage,mn-j,Mmj,,qjmv,3158
County,k-t-e,Kte,,qekt,3159
Decide,d-s2-i,Dsi,,qdis,3160
Coach,k-o-ch,Koc,,qcko,3161
Determine,e2-mn,Emm,,qemz,3162
Gloomy,g-l-u-m-e,Glume,,qeglmu,3163
Genuine,j-e-n-u-n,Jenun,,qejnu,3164
Examine,e-s2-a-mn,Xamm,,qamx,3165
Settlement,s2-e-t-l-m,Setlm,,qelmst,3166
Lightly,l-ia,Lia,,qail,3168
Tendency,tn-tn-se,Tntnse,,qenst,3169
Relative,r-e-l,Relo,o,qelor,3171
Wherein,a2-n,Ano,o,qano,3172
Furniture,f-n-e-t-r,Fnetr,,qefnrt,3173
Conception,k-s-e-p-sh,Ksepz,,qekpsz,3182
Inspired,n-s-p-i-/-t,Nspit,,qinpst,3183
Corrupt,k-o-r-p,Korp,,qkopr,3185
Overcome,o-/-k-m,Okm,,qkmo,3186
Deeds,d-e-d-s,Deds,,qdes,3187
Lift,l-e-f-t,Lefto,o,qeflot,3189
Cottage,k-o-t-j,Kotj,,qjkot,3192
Historical,^-h-\-e-s2-t-r-/-k,Hestrk,,qehkrst,3194
Seed,s2-e-d,Sedo,o,qdeos,3202
Lively,l-a-v-e,Lave,,qaelv,3204
Fitted,f-e-td,Fedd,,qdef,3205
Leg,l-e-g,Legu,u,qeglu,3207
Bears,b-a-r-s,Barso,o,qabors,3212
Deliver,d-l,Dl,,qcdl,3213
Fortunate,f-tn-a-t,Ftnat,,qafnt,3221
Bag,b-a-g,Bago,o,qabgo,3226
Contrast,k-/-s,Kse,e,qeks,3227
Purple,pr-pl,Prpl,,qlpr,3228
Payment,p-a-m,Pam,,qamp,3229
Represent,r-p,Rp,,qprz,3231
Shock,sh-o-k,Zok,,qkoz,3234
Apartment,a-p-t-m,Aptm,,qampt,3235
Suitable,s2-u-t-b,Sutb,,qbstu,3236
Guest,g-e-s2-t,Gest,,qegst,3239
Desires,d-s-s,Dsso,o,qdos,3242
Jerusalem,j-e-r-u-s,Jerus,,qejrsu,3244
Equipment,e-k-w-e-p-m,Eqepm,,qempq,3245
Sunshine,s2-n-sh-i-n,Snzin,,qinsz,3249
Obvious,o-b-v,Obv,,qbov,3252
Respectable,r-e-s-b,Resb,,qbers,3253
Admirable,a-m-e-r-b,Amerb,,qabemr,3254
Plate,pl-a-t,Plat,,qalpt,3257
Derivative,d-r-e-v,Drev,,qderv,3260
Feels,f-e-l-s,Felso,o,qeflos,3262
Newspaper,n-s-p,Nspa,a,qanps,3265
Stuff,s2-t-u-f,Stuf,,qfstu,3266
Track,t-r-a-k,Trak,,qakrt,3267
Poems,p-o-e-m-s,Pyms,,qmpsy,3269
Pick,p-e-k,Pek,,qekp,3272
Heavens,^-h-\-e-v-n-s,Hevns,,qehnsv,3275
Flag,fl-a-g,Flago,o,qafglo,3279
Yard,a-rd,Ard,,qadr,3283
Assist,ss2-t,Ssto,o,qost,3284
Magic,m-a-j-k,Majk,,qajkm,3285
Instances,n-s-s,Nsso,o,qnos,3289
Solicit,s2-o-l-e-s2-t,Solest,,qelost,3290
Ugly,u-g-e,Uge,,qegu,3293
Campaign,k-a-m-p-a-n,Kampan,,qakmnp,3295
Roll,r-o-l,Rol,,qlor,3296
Thereof,th2-o,Hou,u,qhou,3297
Testimony,t-e-s2-tm-e,Testme,,qemst,3299
Feed,f-e-d,Fedo,o,qdefo,3300
Recognize,r-k-n-i-s,Rknis,,qiknrs,3305
Realize,r-e-l-i-s,Relis,,qeilrs,3306
Rope,r-o-p,Rop,,qopr,3310
Finish,f-e-n-sh,Fenz,,qefnz,3312
Owed,o-d,Odu,u,qdou,3318
Performance,pr-f-mn-s,Prfmns,,qfmnprs,3320
Motive,m-o-df,Modf,,qdfmo,3322
Leads,l-e-d-s,Leds,,qdels,3323
Civilization,s2-v-e-s-a-sh,Svesaz,,qaesvz,3324
Regards,r-es,Resu,u,qersu,3325
Mostly,m-o-e,Myo,o,qmoy,3328
Depend,d-jnt,Djnt,,qdjnt,3329
Recall,r-e-k-o,Reko,,qekor,3330
Resist,r-ss,Rsso,o,qors,3331
Handle,^-h-\-nt-l,Hntl,,qhlnt,3332
Masses,m-a-ss,Massu,u,qamsu,3333
Lesson,l-e-s2-n,Lesno,o,qelnos,3334
Enable,e-n-b,Enb,,qben,3336
Consists,k-ss-s,Ksss,,qksz,3338
Detail,td-a2,Dda,,qadn,3339
Positive,p-o-s2-df,Posdf,,qdfops,3340
Unexpected,n-e-s-p-/-t,Nxpt,,qnptx,3341
Tear,t-e2,Tee,e,qetz,3342
Inch,n-ch,Nc,,qcnz,3343
Estimate,e-s2-tm-a-t,Estmat,,qaemst,3346
Feeble,f-e-b,Febu,u,qbefu,3348
Absurd,a-b-s2-e2-d,Absed,,qabdes,3350
Concern,k-s2-e2-n,Ksen,,qekns,3356
Drunk,d-r-nk,Drq,,qdqr,3357
Satisfy,s2-a-t,Sati,i,qaist,3358
Financial,f-e-n-a-n,Fenan,,qaefn,3360
Thereby,th2-b,Hbi,i,qbhi,3366
Ton,t-n,Tnu,u,qntu,3367
Administration,a-mn-e-s-sh,Ammesz,,qaemsz,3370
Specific,s-p-e-s2-k,Spesk,,qekps,3371
Indifferent,n-df,Ndf,,qdfn,3375
Create,k-r-ea-t,Kret,,qekrt,3378
Trip,t-r-e-p,Trep,,qeprt,3379
Test,t-e-s,Teso,o,qeost,3381
Awake,^-h-\-u-a-k,Huak,,qahku,3382
Precisely,pr-e-ss-e,Presse,,qeprs,3385
Finest,f-i-n-e-s,Fineso,o,qefinos,3388
Treasure,t-r-e-sh-u,Trezu,,qertuz,3389
Merchant,m-e-ch-t,Mect,,qcemt,3390
Inferior,n-f-e-r-r,Nferr,,qefnr,3392
Cat,k-a-t,Kat,,qakt,3394
Fun,f-n,Fnu,u,qfnu,3395
Shoot,sh-u-t,Zuto,o,qotuz,3398
Victim,v-e-k-tm,Vektm,,qekmtv,3400
Lawyer,l-o1-r,Loro,o,qlor,3401
Ceremony,s2-e2-mn-e,Semme,,qems,3403
Ruined,r-u-nt,Runt,,qnrtu,3405
Purchase,pr-ch,Prc,,qcpr,3408
Defect,df-e-k,Dfek,,qdefk,3410
Altar,o-t-e2,Ote,,qeot,3414
Mutual,m-u-t-l,Mutl,,qlmtu,3416
Construction,k-s2-/-k-s2h,Kskz,,qksz,3424
Cotton,k-o-tn,Kotn,,qknot,3425
Sale,s-a-l,Salo,o,qalos,3428
Shortly,sh-/-e,Zeo,o,qeoz,3430
Favorite,f-a-/-e-t,Faet,,qaeft,3431
Suggest,s2-u-j,Suj,,qjsu,3432
Suggestive,s2-u-j-v,Sujv,,qjsuv,3432
Maiden,m-a-tn,Matn,,qamnt,3435
Convey,k-v-a,Kva,,qakv,3437
Absent,a-b-s,Absu,u,qabsu,3438
Basis,b-a-ss,Basso,o,qabos,3440
Elected,e-l-e-k-t,Elekt,,qeklt,3441
Teacher,t-e2-ch-e2,Tece,,qcet,3443
Exquisite,e-s2-k-e-s2-t,Xqest,,qeqstx,3452
Resources,r-s2-o-s2s2,Rsoss,,qors,3455
Happens,^-h-\-a-p-n-s,Hapns,,qahnps,3456
Claimed,k-l-a-mt,Klamt,,qaklmt,3457
Earliest,e-r-e-s,Eres,,qers,3458
Prosperity,pr-p-/-r,Prpro,o,qopr,3459
Adventure,a-v-nt-r,Avntr,,qanrtv,3463
Employment,m-pl-m,Mplm,,qlmp,3465
Passionate,p-a-sh-a-t,Pazat,,qaptz,3467
Jealous,j-e-l-u-s,Jelus,,qejlsu,3469
Novel,n-o-v,Novo,o,qnov,3471
Conceal,k-s-e-l,Kselu,u,qeklsu,3472
Silly,s-e-l-e,Sele,,qels,3473
Christianity,k-r-e-s-ch-/-n-t,Krescnt,,qceknrst,3474
Badly,b-d-e,Bde,,qbde,3479
Estimated,e-s2-tm-a-td,Estmadd,,qademst,3480
Responsible,r-s-p,Rsp,,qprs,3487
Accompany,a-k-p-e,Akpe,,qaekp,3488
Propose,pr-p-o,Prpo,,qopr,3489
Someone,s2-m-u-n,Smun,,qmnsu,3490
Assume,a-s2-m,Asm,,qams,3493
Cure,k-e-u,Kuo,o,qkou,3495
Misfortune,m-s2-f-tn,Msftn,,qfmnst,3496
Occupation,o-kp,Okp,,qkop,3498
Pretended,pr-e-tn-/-t,Pretnt,,qenprt,3500
Missed,m-e-s2-t,Mest,,qemst,3503
Privilege,pr-e-v,Prev,,qeprv,3505
Simplicity,s2-e-m-p-/-s2,Semps,,qemps,3507
Extensive,e-s2-tn-s2-v,Xtnsv,,qnstvx,3510
Consisted,k-ss-/-t,Ksst,,qkst,3512
Dearest,d-e2-/-s2-t,Dest,,qdest,3514
Scale,s2-k-a-l,Skal,,qakls,3515
Furnish,f-n-sh,Fnz,,qfnz,3516
Vanity,v-/-nt,Vnt,,qntv,3520
Hostile,^-h-\-o-s2-t-l,Hostl,,qhlost,3522
Republic,r-p,Rpo,o,qopr,3525
Doubtful,d-a-u-f,Dwf,,qdfw,3528
Ministers,mn-e-s2-t-ye2,Mmestye,,qemsty,3529
Responsibility,r-p-/-b,Rpb,,qbpr,3534
Reminded,r-e-m-i-n-/-t,Remint,,qeimnrt,3537
Burnt,b-e2-n-t,Bentu,u,qbentu,3540
Submit,s2-m-e-t,Smet,,qemst,3546
Occasional,k-a-sh-l,Kazl,,qaklz,3548
Physician,f-e-s-e-sh,Fesez,,qefsz,3551
Job,j-o-b,Jobo,o,qbjo,3553
Deadly,td-e,Ddeo,o,qdeo,3554
Introduction,n-/-d-u-k,Nduk,,qdknu,3557
Inquiry,n-k-i,Nqi,,qinq,3558
Independence,nt-p,Ntpo,o,qnopt,3559
Earnestly,e2-n-s-e2,Ense,,qens,3565
Sincere,s2-e-n-s-e,Senseo,o,qenos,3567
Publication,p-b-sh,Pbz,,qbpz,3568
Fed,f-e-d,Fedu,u,qdefu,3570
Eastern,e-s2-tn,Estn,,qenst,3571
Puts,p-s,Ps,,qpsv,3572
Student,s2-t-u-tn,Stutn,,qnstu,3573
Comparison,k-pr-s2-n,Kprsn,,qknprs,3575
Boots,b-u-t-s,Buts,,qbstu,3576
Slip,s-l-e-p,Slepo,o,qelops,3577
Offices,o-ss2,Osso,o,qosz,3579
Indicated,nt-e-k-/-t,Ntekt,,qeknt,3581
Invitation,n-v-e-t-sh,Nvetz,,qentvz,3582
Chest,ch-e-s2-t,Cesto,o,qceost,3586
Impressed,m-pr-e-s2-t,Mprest,,qemprst,3590
Procession,pr-s-e-sh,Prsez,,qeprsz,3592
External,e-s-/-n-l,Xnl,,qlnx,3593
Defeat,df-e-t,Dfet,,qdeft,3595
Destined,d-s2-tn-d,Dstnd,,qdnst,3596
Federal,f-e-d-r-l,Fedrl,,qdeflr,3599
Reckon,r-e-k-n,Rekn,,qeknr,3602
Grain,g-r-a-n,Grano,o,qagnor,3607
Combined,k-b-i-/-t,Kbit,,qbikt,3608
Club,k-l-b,Klb,,qbkl,3609
Wire,i-r,Iro,o,qior,3611
